name,category,code
bio banane cal. 14/21 cat. i vassoio 620g verso natura conad rep.dominicana,ortofrutta frutta e verdure biologiche,01.1.6.1
banane chiquita vassoio ecuador ict,ortofrutta frutta fresca,01.1.6.1
percorso qualita banane costarica cat. i conad,ortofrutta frutta fresca,01.1.6.1
banane i 19+ col orsero (vass),ortofrutta frutta fresca,01.1.6.1
banane bahia pr.colombia i cat,ortofrutta frutta fresca,01.1.6.1
conad cpq banane ct i al kg,ortofrutta frutta fresca,01.1.6.1
f&v banane chiquita ct i al kg,ortofrutta frutta fresca,01.1.6.1
banane chiquita ecuador i categoria,ortofrutta frutta fresca,01.1.6.1
banane vs.620g bio conad vn.ec.i ct,ortofrutta frutta e verdure biologiche,01.1.6.1
percorso qualita banane cat. i conad costa rica,ortofrutta frutta fresca,01.1.6.1
banane cpq orig. costa rica,ortofrutta frutta fresca,01.1.6.1
banane origine africa i cat,ortofrutta frutta fresca,01.1.6.1
dole dole banane cat. l,ortofrutta frutta fresca,01.1.6.1
banane or.colombia i cat.,ortofrutta frutta fresca,01.1.6.1
banane or.africa 700g fasciate i ct,ortofrutta frutta fresca,01.1.6.1
banane alternative colombia ii cat,ortofrutta frutta fresca,01.1.6.1
conad percorso qualita banane,ortofrutta frutta fresca,01.1.6.1
banane cri 750g (del monte),ortofrutta frutta fresca,01.1.6.1
banane i 19+ col delmonte (vass),ortofrutta frutta fresca,01.1.6.1
banane orsero colombia cat. i f.lli orsero,ortofrutta frutta fresca,01.1.6.1
banane orsero costa rica colombia i categoria,ortofrutta frutta fresca,01.1.6.1
chiquita chiquita banane cat. l,ortofrutta frutta fresca,01.1.6.1
f&v banane,ortofrutta frutta fresca,01.1.6.1
banane altern.c.america vass.i cat,ortofrutta frutta fresca,01.1.6.1
banane .,ortofrutta frutta fresca,01.1.6.1
banane billo origine colombia i cat,ortofrutta frutta fresca,01.1.6.1
banane origine ecudor i cat,ortofrutta frutta fresca,01.1.6.1
banane i 20+ col ct.(f.lli orsero),ortofrutta frutta fresca,01.1.6.1
banane i 14+ cri ct.(alternative),ortofrutta frutta fresca,01.1.6.1
chiquita banane 700g circa,ortofrutta frutta fresca,01.1.6.1
banane alternative 500g bg ii ct,ortofrutta frutta fresca,01.1.6.1
banane ecuador cat. l,ortofrutta frutta fresca,01.1.6.1
banane alternative 500g ii cat,ortofrutta frutta fresca,01.1.6.1
banane bonita ecuador i cat.,ortofrutta frutta fresca,01.1.6.1
banane cpq vassoi gr700  i colombia,ortofrutta frutta fresca,01.1.6.1
f&v banane bio ct i gr 700,ortofrutta frutta fresca,01.1.6.1
banane chiquita orig.ecuador i.cat,ortofrutta frutta fresca,01.1.6.1
banane i 14+ per 620g biologico vnb,ortofrutta frutta fresca,01.1.6.1
banane  i 19+ cri chiquita (gialle),ortofrutta frutta fresca,01.1.6.1
banane bio gr620 ecuador i cl14/21,ortofrutta frutta fresca,01.1.6.1
banane cat.i cal.20+ orig.colombia,ortofrutta frutta fresca,01.1.6.1
f&v banane chiquita cti cl20 vass al kg,ortofrutta frutta fresca,01.1.6.1
banane cat. i,ortofrutta frutta fresca,01.1.6.1
banane (chiquita) .,ortofrutta frutta fresca,01.1.6.1
banane colombia cat. i f.lli orsero,ortofrutta frutta fresca,01.1.6.1
banane rosse ecuador i cat.,ortofrutta frutta fresca,01.1.6.1
banane cat. i ecuador,ortofrutta frutta fresca,01.1.6.1
banane origine ecuador cat. i,ortofrutta frutta fresca,01.1.6.1
banane cat. i colombia,ortofrutta frutta fresca,01.1.6.1
banane orig ecuador ii ct.,ortofrutta frutta fresca,01.1.6.1
banane alternative ecuador i cat*,ortofrutta frutta fresca,01.1.6.1
banane rosse ecuador i categoria,ortofrutta frutta fresca,01.1.6.1
banane i 19+ cri chiquita (verdi),ortofrutta frutta fresca,01.1.6.1
banane conad p.q.pr.,ortofrutta frutta fresca,01.1.6.1
banane i 20+ cri cpq,ortofrutta frutta fresca,01.1.6.1
banane cpq cat.i cal.20+ orig.costa rica,ortofrutta frutta fresca,01.1.6.1
f.lli orsero f. lli orsero banane,ortofrutta frutta fresca,01.1.6.1
banane cat.i cal 14+ origine costa rica,ortofrutta frutta fresca,01.1.6.1
banane cat. l,ortofrutta frutta fresca,01.1.6.1
fettine per cotolette bovino adulto,carne bovina,01.1.2.2
carne di bovino adulto macinato sceltissimo,carne bovina,01.1.2.2
muscolo di bovino adulto,carne bovina,01.1.2.2
filetto di bovino adulto,carne bovina,01.1.2.2
bistecche 1scelta bovino adulto(fesa-noce),carne bovina,01.1.2.2
straccetti di bovino adulto,carne bovina,01.1.2.2
fettine di girello di bovino adulto,carne bovina,01.1.2.2
macinato di bovino adulto confezione risparmio,carne bovina,01.1.2.2
carpaccio di bovino adulto,carne bovina,01.1.2.2
tagliata di bovino adulto con guarnizione di rosmarino,carne bovina,01.1.2.2
spezzatino di bovino adulto,carne bovina,01.1.2.2
carne macinata di polpa scelta di bovino adulto,carne bovina,01.1.2.2
fiorentine senza osso bovino adulto .,carne bovina,01.1.2.2
sottilissime di bovino adulto .,carne bovina,01.1.2.2
fettine per pizzaiola bovino adulto,carne bovina,01.1.2.2
bollito senza osso di bovino adulto,carne bovina,01.1.2.2
fettine sceltissime bovino adulto,carne bovina,01.1.2.2
filetto bovino adulto .,carne bovina,01.1.2.2
spezzatino bovino adulto .,carne bovina,01.1.2.2
carne di bovino adulto spezzato scelto,carne bovina,01.1.2.2
"bollito  di bovino adulto ""locale""",carne bovina,01.1.2.2
fettine fracosta di bovino adulto,carne bovina,01.1.2.2
"filetto di bovino adulto ""locale""",carne bovina,01.1.2.2
carne macinata di suino e bovino adulto,carne bovina,01.1.2.2
tagliata di bovino adulto,carne bovina,01.1.2.2
fettine sottili bovino adulto,carne bovina,01.1.2.2
percorso qualita fettine di posteriore di bovino adulto conad,carne bovina,01.1.2.2
sottofiletto bovino adulto .,carne bovina,01.1.2.2
arrosto di bovino adulto,carne bovina,01.1.2.2
punta di petto bovino adulto .,carne bovina,01.1.2.2
"lombo s/o di bovino adulto ""locale""",carne bovina,01.1.2.2
bistecca lombo senza osso di bovino adulto,carne bovina,01.1.2.2
polpa(suora/cappello prete)bovino adulto per brasato,carne bovina,01.1.2.2
straccetti bovino adulto scottona,carne bovina,01.1.2.2
bollito con osso di bovino adulto,carne bovina,01.1.2.2
spuntatura /doppia bovino adulto .,carne bovina,01.1.2.2
"magro tranci bovino adulto ""locale""",carne bovina,01.1.2.2
macinato magro di bovino adulto,carne bovina,01.1.2.2
lombatelli bovino adulto,carne bovina,01.1.2.2
fettine di girello bovino adulto,carne bovina,01.1.2.2
macinato conf.risparm.bovino adulto,carne bovina,01.1.2.2
bistecca fiorentina bovino adulto,carne bovina,01.1.2.2
macinato scelto di bovino adulto,carne bovina,01.1.2.2
fettine di fesa bovino adulto,carne bovina,01.1.2.2
fiorentina con osso di bovino adulto,carne bovina,01.1.2.2
fettine di spalla bovino adulto,carne bovina,01.1.2.2
macinato sceltissimo di bovino adulto,carne bovina,01.1.2.2
ossobuco di bovino adulto,carne bovina,01.1.2.2
girello o magatello a trancio di bovino adulto,carne bovina,01.1.2.2
coda di bovino adulto,carne bovina,01.1.2.4
polpa bollito/brasato di bovino adulto cappello prete,carne bovina,01.1.2.2
spezzato scelto di bovino adulto,carne bovina,01.1.2.2
macinato per ragu' di bovino adulto,carne bovina,01.1.2.2
fettine di i taglio bovino adulto,carne bovina,01.1.2.2
"spezzatino bovino adulto ""locale""",carne bovina,01.1.2.2
fettine girello di bovino adulto scottona,carne bovina,01.1.2.2
bistecche pressate bovino adulto,carne bovina,01.1.2.2
tagliata bovino adulto,carne bovina,01.1.2.2
polpa di sottospalla bovino adulto,carne bovina,01.1.2.2
fettine di fracosta bovino adulto,carne bovina,01.1.2.2
"fett.e girello bovino adulto""locale",carne bovina,01.1.2.2
bistecche 1scelta sottili bovino adulto,carne bovina,01.1.2.2
"muscolo di bovino adulto ""locale""",carne bovina,01.1.2.2
bistecca lombo con osso bovino adulto,carne bovina,01.1.2.2
doppione e spuntatura bovino adulto .,carne bovina,01.1.2.2
carne di bovino adulto magro a trancio,carne bovina,01.1.2.2
"bistecca c/o bovino adulto""locale""",carne bovina,01.1.2.2
"fiorentina di bovino adulto""locale""",carne bovina,01.1.2.2
fettine di anteriore bovino adulto per pizzaiola,carne bovina,01.1.2.2
"arrosto di bovino adulto ""locale""",carne bovina,01.1.2.2
"macinato  di bovino adulto ""locale""",carne bovina,01.1.2.2
bocconcini di bovino adulto,carne bovina,01.1.2.2
bovino adulto straccetti,carne bovina,01.1.2.2
"fett.e sceltis.e bovino adulto""loca",carne bovina,01.1.2.2
fettine di anteriore reale a fette di bovino adulto,carne bovina,01.1.2.2
bistecca 1scelta bovino adulto (fesa-noce),carne bovina,01.1.2.2
polpa scelta bovino adulto(spalla- muscoli),carne bovina,01.1.2.2
fettinane sceltissime di bovino adulto scottona,carne bovina,01.1.2.2
carne di bovino adulto fracosta di scottona,carne bovina,01.1.2.2
carne di bovino adulto controfiletto senza osso,carne bovina,01.1.2.2
"tagliata di bovino adulto ""locale""",carne bovina,01.1.2.2
polpa scelta di bovino adulto (spalla-muscoli),carne bovina,01.1.2.2
bocconcini di bovino adulto scottona,carne bovina,01.1.2.2
confezione di macinato scelto bovino adulto italia,carne bovina,01.1.2.2
bistecca senza osso di bovino adulto,carne bovina,01.1.2.2
"fracosta fe.e bovino adulto""locale""",carne bovina,01.1.2.2
fiorentina bovino adulto scottona,carne bovina,01.1.2.2
doppione e spuntatura bovino adulto per griglia(taglio tipo asado),carne bovina,01.1.2.2
doppione bovino adulto .,carne bovina,01.1.2.2
fettine di anteriore per pizzaiola bovino adulto,carne bovina,01.1.2.2
bistecca con osso bovino adulto  scottona,carne bovina,01.1.2.2
macinato per ragu di bovino adulto al kg,carne bovina,01.1.2.2
carne macinata di polpa sceltissima di bovino adulto,carne bovina,01.1.2.2
fettine bovino adulto per pizzaiola.,carne bovina,01.1.2.2
fettine scelte di bovino adulto scottona,carne bovina,01.1.2.2
percorso qualita bistecca con osso di bovino adulto conad,carne bovina,01.1.2.2
scamone codata bovino adulto al kg,carne bovina,01.1.2.2
ossa da brodo sugo di bovino adulto,carne bovina,01.1.2.4
cappello del prete  / bovino adulto,carne bovina,01.1.2.2
fettine di anteriore di bovino adulto,carne bovina,01.1.2.2
"fett.e i taglio bovino adulto""loca",carne bovina,01.1.2.2
bollito di bovino adulto,carne bovina,01.1.2.2
arrosto coscia bovino adulto scottona,carne bovina,01.1.2.2
fiorentina di bovino adulto con osso e filetto,carne bovina,01.1.2.2
polpa coscia di bovino adulto,carne bovina,01.1.2.2
entrecote senza osso bovino adulto,carne bovina,01.1.2.2
rosa senza osso bovino adulto,carne bovina,01.1.2.2
percorso qualita bollito senza osso di bovino adulto conad,carne bovina,01.1.2.2
macinato di vitello,carne bovina,01.1.2.2
polpa coscia a trancio di vitello .,carne bovina,01.1.2.2
bistecche scelte di vitello .,carne bovina,01.1.2.2
cuore di vitello tkw,carne bovina,01.1.2.2
bocconcini di vitello,carne bovina,01.1.2.2
carne di vitello fettine di coscio,carne bovina,01.1.2.2
nodini di vitello .,carne bovina,01.1.2.2
sottilissime di vitello .,carne bovina,01.1.2.2
ossi buchi di vitello .,carne bovina,01.1.2.2
carne di vitello lombatina con osso,carne bovina,01.1.2.2
braciole di vitello .,carne bovina,01.1.2.2
"conad percorso qualita macinato di vitello 0,300 kg",carne bovina,01.1.2.2
bocconcini vitello .,carne bovina,01.1.2.2
percorso qualita fettine di posteriore di vitello conad,carne bovina,01.1.2.2
straccetti di vitello,carne bovina,01.1.2.2
percorso qualita spezzatino di vitello conad,carne bovina,01.1.2.2
spezzatino vitello cpq,carne bovina,01.1.2.2
magatello di vitello .,carne bovina,01.1.2.2
scottadito di vitello,carne bovina,01.1.2.2
carne macinata di vitello .,carne bovina,01.1.2.2
sottofiletto di vitello .,carne bovina,01.1.2.2
arrosto di vitello,carne bovina,01.1.2.2
spezzatino senza osso di vitello .,carne bovina,01.1.2.2
fettine scelte vitello  cpq,carne bovina,01.1.2.2
filetto di vitello .,carne bovina,01.1.2.2
percorso qualita braciola con osso di vitello conad,carne bovina,01.1.2.2
lombatina di vitello con osso,carne bovina,01.1.2.2
polpa di sottospalla vitello per arrosto,carne bovina,01.1.2.2
polpa di spalla vitello .,carne bovina,01.1.2.2
fettine di coscia vitello,carne bovina,01.1.2.2
carne di vitello filetto,carne bovina,01.1.2.2
arrosto reale vitello  cpq,carne bovina,01.1.2.2
carne di vitello fracosta senza osso,carne bovina,01.1.2.2
percorso qualita fettine di anteriore di vitello conad,carne bovina,01.1.2.2
scottadito di vitello con osso cpq,carne bovina,01.1.2.2
rolle di vitello,carne bovina,01.1.2.2
girello di vitello,carne bovina,01.1.2.2
cotolette vitello(fesa-girello- spalla),carne bovina,01.1.2.2
tasca di vitello da farcire .,carne bovina,01.1.2.2
percorso qualita vitello in tranci italia conad,carne bovina,01.1.2.2
biancostato vitello .,carne bovina,01.1.2.2
filetto di vitello,carne bovina,01.1.2.2
fettine di spalla vitello,carne bovina,01.1.2.2
percorso qualita polpa di anteriore in tranci di vitello conad,carne bovina,01.1.2.2
fettine di anteriore vitello senza osso,carne bovina,01.1.2.2
percorso qualita ossobuco di vitello conad,carne bovina,01.1.2.2
percorso qualita macinato di vitello conad,carne bovina,01.1.2.2
tartare vitello fiorani skin 210g,carne bovina,01.1.2.2
straccetti di vitello cpq,carne bovina,01.1.2.2
carne di vitello girello,carne bovina,01.1.2.2
tagliata di vitello,carne altre specie,01.1.2.2
lombatine vitello senza osso,carne bovina,01.1.2.2
percorso qualita polpa di posteriore in tranci di vitello conad,carne bovina,01.1.2.2
bistec.fracosta s/o vitello cpq,carne bovina,01.1.2.2
fettine scelte sottili di vitello,carne bovina,01.1.2.2
carne di vitello ossobuco,carne bovina,01.1.2.2
sottopaletta vitello cem cpq,carne bovina,01.1.2.2
percorso qualita filetto di vitello conad,carne bovina,01.1.2.2
fracosta con osso di vitello,carne bovina,01.1.2.2
percorso qualita fettine sottili di posteriore di vitello conad,carne bovina,01.1.2.2
polpa scelta vitello spalla cpq,carne bovina,01.1.2.2
percorso qualita ossobuco di vitello confezionato atm conad,carne bovina,01.1.2.2
bocconcini di vitello cpq,carne bovina,01.1.2.2
percorso qualita arrosto di vitello conad,carne bovina,01.1.2.2
braciole di vitello (vitellina) s/filett,carne bovina,01.1.2.2
fracosta senza osso di vitello,carne bovina,01.1.2.2
fettina sceltissima di vitello monoporzione,carne bovina,01.1.2.2
polpa scelta macinata di vitello (vitell,carne bovina,01.1.2.2
coda di vitello atm,carne bovina,01.1.2.2
ossobuco di vitello,carne bovina,01.1.2.2
bistec.fracosta c/o vitello cpq,carne bovina,01.1.2.2
percorso qualita lombatine di vitello confezionato atm 300g conad,carne bovina,01.1.2.2
fettine scelte vitellina,carne bovina,01.1.2.2
bistecca di vitello,carne bovina,01.1.2.2
percorso qualita fracosta con osso di vitello conad,carne bovina,01.1.2.2
scaloppine vitello cpq,carne bovina,01.1.2.2
fettine noce - vitello,carne bovina,01.1.2.2
carne di vitello lombatine senza osso,carne bovina,01.1.2.2
fettine pezza- vitello,carne bovina,01.1.2.2
fettine rosa - vitello,carne bovina,01.1.2.2
rolle' di vitello porchettato,carne altre specie,01.1.2.2
fettine di coscia di vitello cpq,carne bovina,01.1.2.2
fettine di coscia di vitello conad percorso qualita,carne bovina,01.1.2.2
carne di vitello nodini,carne bovina,01.1.2.2
polpa a trancio di vitello,carne bovina,01.1.2.2
conad percorso qualita vitello arrosto,carne bovina,01.1.2.2
fettine di coscio di vitello,carne bovina,01.1.2.2
fettine di spalla di vitello,carne bovina,01.1.2.2
arrosto scelt.mo-vitello,carne bovina,01.1.2.2
polpa coscia vitello pqc,carne bovina,01.1.2.2
lombatine di vitello percorso qualita conad,carne bovina,01.1.2.2
straccetti di vitello conad percorso qualita,carne bovina,01.1.2.2
lombatina di vitello,carne bovina,01.1.2.2
polpa scelta macinata di vitello (vitellina),carne bovina,01.1.2.2
fettine sottile di posteriore di vitello,carne bovina,01.1.2.2
percorso qualita scottadito di vitello conad,carne bovina,01.1.2.2
"macinato di vitello 0,300 kg percorso qualita conad",carne bovina,01.1.2.2
bistecca di vitello macinata (vitellina),carne bovina,01.1.2.2
percorso qualita arrosto magro di vitello conad,carne bovina,01.1.2.2
arrosto scelto vitello (vitellina),carne bovina,01.1.2.2
muscolo di vitello,carne bovina,01.1.2.2
bocconcini di vitello vitellina,carne bovina,01.1.2.2
fettine scelte vitello (vitellina),carne bovina,01.1.2.2
percorso qualita fettine sceltissime di posteriore di vitello conad,carne bovina,01.1.2.2
bocconcini di vitello (vitellina) takeaway,carne bovina,01.1.2.2
fracosta c/osso- vitella,carne bovina,01.1.2.2
diaframma di vitello,carne bovina,01.1.2.4
carne di vitello fracosta con osso,carne bovina,01.1.2.2
conad percorso qualita vitello fettine di spalla,carne bovina,01.1.2.2
prep macinato sceltissimo-vitello,carne bovina,01.1.2.2
fettine scelte vitello vitellina takeway,carne bovina,01.1.2.2
arrosticini ovino adulto pf 400g,carne ovi-caprina,01.1.2.2
braciole di agnello,carne ovi-caprina,01.1.2.2
testina di agnello,carne ovi-caprina,01.1.2.4
agnello in parti,carne ovi-caprina,01.1.2.2
corata di agnello,carne ovi-caprina,01.1.2.4
agnello bracioline .,carne ovi-caprina,01.1.2.2
coscio di agnello,carne ovi-caprina,01.1.2.2
braciola di agnello,carne ovi-caprina,01.1.2.2
costolette di agnello,carne ovi-caprina,01.1.2.2
agnello bracioline gb. .,carne ovi-caprina,01.1.2.2
spalla di agnello,carne ovi-caprina,01.1.2.2
coscio di agnello locale,carne ovi-caprina,01.1.2.2
costolette di agnello locale,carne ovi-caprina,01.1.2.2
carre di agnello,carne ovi-caprina,01.1.2.2
costolette di agnello igp skin x4,carne ovi-caprina,01.1.2.2
spalla di agnello locale,carne ovi-caprina,01.1.2.2
agnello 7/9 kg intero,carne ovi-caprina,01.1.2.2
agnello 7/9 kg a meta',carne ovi-caprina,01.1.2.2
agnello da latte intero/in parti i scelt,carne ovi-caprina,01.1.2.2
agnello spalla intera .,carne ovi-caprina,01.1.2.2
agnello cosciotto .,carne ovi-caprina,01.1.2.2
mezzo agnello confezionato,carne ovi-caprina,01.1.2.2
capretto  a meta',carne ovi-caprina,01.1.2.2
agnello intero a quarti,carne ovi-caprina,01.1.2.2
capretto  a meta,carne ovi-caprina,01.1.2.2
agnello in quarti.,carne ovi-caprina,01.1.2.2
confezione mista agnello sardo igp,carne ovi-caprina,01.1.2.2
agnello intero,carne ovi-caprina,01.1.2.2
agnello a meta,carne ovi-caprina,01.1.2.2
lombatina di pecora x 4,carne ovi-caprina,01.1.2.2
costoletta di agnello confezionate,carne ovi-caprina,01.1.2.2
agnellone in parti,carne ovi-caprina,01.1.2.2
capretto a meta' x2,carne ovi-caprina,01.1.2.2
testina di agnello takeaway,carne ovi-caprina,01.1.2.4
capretto intero,carne ovi-caprina,01.1.2.2
cotolette di agnello,carne ovi-caprina,01.1.2.2
anteriore di agnello porzionato,carne ovi-caprina,01.1.2.2
agnello meta1/4 ant 1/4 post.,carne ovi-caprina,01.1.2.2
corata di agnello da latte al kg,carne ovi-caprina,01.1.2.4
agnello al kg,carne ovi-caprina,01.1.2.2
cosciotto di agnello,carne ovi-caprina,01.1.2.2
capretto intero/in parti al kg,carne ovi-caprina,01.1.2.2
capra in parti,carne ovi-caprina,01.1.2.2
agnello da latte i scelta tkw,carne ovi-caprina,01.1.2.2
costoletta di agnello conf.,carne ovi-caprina,01.1.2.2
testa di capretto,carne ovi-caprina,01.1.2.4
arrosticini agnello x6,carne ovi-caprina,01.1.2.2
spalla di agnello con carre',carne ovi-caprina,01.1.2.2
agnellone tkw,carne ovi-caprina,01.1.2.2
spalla di agnello tkw,carne ovi-caprina,01.1.2.2
coscio di agnello confezionato,carne ovi-caprina,01.1.2.2
