name,category,manual_code,correct_option,correct_n,llm,prediction,match
costoletta di agnello conf.,carne ovi-caprina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
testa di capretto,carne ovi-caprina,01.1.2.4,False,0,mistral:latest,01.1.2.2,False
arrosticini agnello x6,carne ovi-caprina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
spalla di agnello con carre',carne ovi-caprina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
agnellone tkw,carne ovi-caprina,01.1.2.2,True,3,mistral:latest,01.1.2.2,True
spalla di agnello tkw,carne ovi-caprina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
coscio di agnello confezionato,carne ovi-caprina,01.1.2.2,True,11,mistral:latest,01.1.2.2,True
coscio di capretto,carne ovi-caprina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
pancia di agnello arrotolata,carne ovi-caprina,01.1.2.2,True,2,mistral:latest,01.1.2.5,False
capra,carne ovi-caprina,01.1.2.2,True,1,mistral:latest,01.1.2.2,True
capretto in parti,carne ovi-caprina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
agnello a meta',carne ovi-caprina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
costolette di agnello 12/14 kg,carne ovi-caprina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
"agnello intero o meta ""locale""",carne ovi-caprina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
coscia a fette agnellone,carne ovi-caprina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
coscio di agnello con carre',carne ovi-caprina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
agnello di sardegna igp in parti,carne ovi-caprina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
agnello da latte intero/in parti i scelta,carne ovi-caprina,01.1.2.2,False,0,mistral:latest,99.9.9.9,False
lombatina di pecora,carne ovi-caprina,01.1.2.2,True,1,mistral:latest,01.1.2.2,True
carredi agnello,carne ovi-caprina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
spalla di agnello confezionata,carne ovi-caprina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
spuntature di agnello,carne ovi-caprina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
capretto,carne ovi-caprina,01.1.2.2,True,1,mistral:latest,01.1.2.2,True
corata di capretto,carne ovi-caprina,01.1.2.4,False,0,mistral:latest,01.1.2.2,False
costolette di agnello 9/11 kg,carne ovi-caprina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
capretto  a pezzi,carne ovi-caprina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
spalla di agnello senza viscere x4 pezzi,carne ovi-caprina,01.1.2.2,True,12,mistral:latest,01.1.2.2,True
pecora,carne ovi-caprina,01.1.2.2,False,0,mistral:latest,01.1.2.1,False
anteriore in tranci agnellone,carne ovi-caprina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
coratella di agnello condita,carne avicunicola,01.1.2.4,False,0,mistral:latest,01.1.2.2,False
cotolette di capretto,carne ovi-caprina,01.1.2.2,True,3,mistral:latest,01.1.2.2,True
"agnello in parti ""locale""",carne ovi-caprina,01.1.2.2,True,3,mistral:latest,01.1.2.2,True
coscio di agnello con carre,carne ovi-caprina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
"agnello spalla ""locale""",carne ovi-caprina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
arrosto di spalla di agnello,carne ovi-caprina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
agnello 7/9,carne ovi-caprina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
pancia di agnello sv x 08 pz.,carne ovi-caprina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
spalla di agnello 12/14,carne ovi-caprina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
pancia di agnello sv,carne ovi-caprina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
costolette di agnello panate,carne avicunicola,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
costolette agnello,carne ovi-caprina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
agnello con salsa orientale al kg,carne ovi-caprina,01.1.2.5,False,0,mistral:latest,01.1.2.2,False
posteriore di capretto,carne ovi-caprina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
anteriore di capretto,carne ovi-caprina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
braciola di agnello galles,carne ovi-caprina,01.1.2.2,True,1,mistral:latest,01.1.2.2,True
agnello pronto forno,carne avicunicola,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
spalla di capretto,carne ovi-caprina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
braciola di agnello confezionata,carne ovi-caprina,01.1.2.2,True,1,mistral:latest,01.1.2.2,True
mezzo agnello 100% calabria cfx2,carne ovi-caprina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
coscio di agnello 12/14,carne ovi-caprina,01.1.2.2,True,11,mistral:latest,01.1.2.2,True
coscio d'agnello italiano,carne ovi-caprina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
costolette di agnello 7/9 kg,carne ovi-caprina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
"agnello coscia ""locale""",carne ovi-caprina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
capra in parti   ,carne ovi-caprina,01.1.2.2,True,3,mistral:latest,01.1.2.2,True
agnello italiano intero/meta',carne ovi-caprina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
agnello it/it,carne ovi-caprina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
grigliata agnello italiano x6,carne ovi-caprina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
coscio di agnello 9/11 kg,carne ovi-caprina,01.1.2.2,True,11,mistral:latest,01.1.2.2,True
agnello locale,carne ovi-caprina,01.1.2.2,False,0,mistral:latest,01.1.2.1,False
"agnello cotoletta ""locale""",carne ovi-caprina,01.1.2.2,True,3,mistral:latest,01.1.2.2,True
steccone di agnello x 4,carne ovi-caprina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
agnello a pezzi,carne avicunicola,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
spiedi grigliata di agnello italiano,carne ovi-caprina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
carne di suino braciole di lombo,carne suina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
braciola di collo suino con osso,carne suina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
costine di suino,carne suina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
fettine collo senza osso di suino,carne suina,01.1.2.2,True,3,mistral:latest,01.1.2.2,True
pancetta di suino a fette,carne suina,01.1.2.2,True,1,mistral:latest,01.1.2.3,False
lonza di suino a fette,carne suina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
costine di lombo di suino .,carne suina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
filetto di suino,carne suina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
fettine di coscia suino,carne suina,01.1.2.2,False,0,mistral:latest,01.1.2.4,False
carne di suino arista a fette,carne suina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
lonza a fette di suino .,carne suina,01.1.2.2,True,3,mistral:latest,01.1.2.2,True
bocconcini di suino,carne suina,01.1.2.2,True,3,mistral:latest,01.1.2.2,True
arista di suino a trancio,carne suina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
costine suino confezione risparmio,carne suina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
braciole di suino .,carne suina,01.1.2.2,False,0,mistral:latest,01.1.2.3,False
macinato di suino,carne suina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
lonza a tranci di suino .,carne suina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
spezzatino di suino .,carne suina,01.1.2.2,True,4,mistral:latest,01.1.2.5,False
filetto di suino .,carne suina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
lonza di suino a trancio,carne suina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
braciola di lombo di suino,carne suina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
lonza a fette di suino sottile .,carne suina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
costine spuntature di suino,carne suina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
braciola di suino mista confezione risparmio,carne suina,01.1.2.2,True,2,mistral:latest,01.1.2.5,False
zampetti di suino,carne suina,01.1.2.4,True,3,mistral:latest,01.1.2.2,False
coppa con osso di suino a fette .,carne suina,01.1.2.2,True,3,mistral:latest,01.1.2.2,True
conad percorso qualita fettine suino (lonza) circa 300 g,carne suina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
straccetti di suino,carne suina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
costine di suino conf.risparmio,carne suina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
spuntature di suino cpq,carne suina,01.1.2.2,False,0,mistral:latest,01.1.2.1,False
fettine di suino,carne suina,01.1.2.2,False,0,mistral:latest,01.1.2.3,False
arista di suino a fette,carne suina,01.1.2.2,True,3,mistral:latest,01.1.2.2,True
braciola di collo con osso suino,carne suina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
conad percorso qualita filetto di suino a fette circa 300 g,carne suina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
percorso qualita fettine di coppa di suino senza osso conad,carne suina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
percorso qualita lonza di suino a fette conad,carne suina,01.1.2.2,True,4,mistral:latest,01.1.2.5,False
fettine di suino cpq x6,carne suina,01.1.2.2,True,1,mistral:latest,01.1.2.2,True
percorso qualita costine di suino conad,carne suina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
braciola suino collo c/osso cpq x6,carne suina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
macinato di suino cpq atm 350g,carne suina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
braciola mista di suino conf.rispa,carne suina,01.1.2.2,True,2,mistral:latest,01.1.2.3,False
braciole miste suino cpq x4,carne suina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
percorso qualita lonza di suino a trancio conad,carne suina,01.1.2.2,True,2,mistral:latest,01.1.2.5,False
braciole di lombo di suino al kg,carne suina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
percorso qualita filetto di suino conad,carne suina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
braciola di lombo suino conf.rispar,carne suina,01.1.2.2,True,1,mistral:latest,01.1.2.2,True
braciola suino collo c/o umbro x6,carne suina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
mezzelune suino cot/form atm csx6,carne suina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
arista suino fette sottile,carne suina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
braciole suino conf. x2 cpq,carne suina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
percorso qualita bocconcini di suino conad,carne suina,01.1.2.2,False,0,mistral:latest,01.1.2.5,False
lardo di suino condito,carne suina,01.1.2.2,False,0,mistral:latest,01.1.2.3,False
cotenna di suino,carne suina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
suinetto in parti,carne suina,01.1.2.2,True,3,mistral:latest,01.1.2.2,True
bocconcini di suino cpq x6,carne suina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
lombatine suino umbro x6,carne suina,01.1.2.2,False,0,mistral:latest,01.1.2.1,False
conad percorso qualita fettine suino coppa s/osso circa 300 g,carne suina,01.1.2.2,True,1,mistral:latest,01.1.2.2,True
fettine sottili di suino,carne suina,01.1.2.2,False,0,mistral:latest,01.1.2.5,False
fettine di coscia di suino,carne suina,01.1.2.2,False,0,mistral:latest,01.1.2.4,False
lonza a fette di suino,carne suina,01.1.2.2,True,3,mistral:latest,01.1.2.2,True
cotolette di suino,carne suina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
fettine s/osso coppa di suino,carne suina,01.1.2.2,True,1,mistral:latest,01.1.2.2,True
conad percorso qualita braciola suino coppa c/osso circa 400 g,carne suina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
conad percorso qualita costine di suino circa 650 g,carne suina,01.1.2.2,True,2,mistral:latest,01.1.2.5,False
ossa con carne di suino,carne suina,01.1.2.4,True,4,mistral:latest,01.1.2.4,True
costina di suino per griglia,carne suina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
sottilissime di suino,carne suina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
percorso qualita lonza di suino a fette sottili conad,carne suina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
conad percorso qualita arista di suino a tranci senza osso circa 800 g,carne suina,01.1.2.2,True,3,mistral:latest,01.1.2.2,True
macinato di suino scelto,carne suina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
prosciutto di suino conf. famiglia,carne suina,01.1.2.2,False,0,mistral:latest,01.1.2.3,False
fettine di prosciutto di suino,carne suina,01.1.2.2,False,0,mistral:latest,01.1.2.3,False
coppa fresca di suino trancio .,carne suina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
lonza in trancio di suino,carne suina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
percorso qualita braciola di lombo di suino conad,carne suina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
macinato per ragu di suino,carne suina,01.1.2.2,True,4,mistral:latest,01.1.2.5,False
zampini di suino crude al kg,carne suina,01.1.2.2,True,9,mistral:latest,01.1.2.2,True
conad percorso qualita bocconcini di suino circa 300 g,carne suina,01.1.2.2,True,1,mistral:latest,01.1.2.2,True
arrosto di suino,carne suina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
braciole di suino max film cpq,carne suina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
ossa di suino,carne suina,01.1.2.4,True,5,mistral:latest,01.1.2.2,False
percorso qualita braciole di suino miste formato convenienza conad,carne suina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
stinco di suino .,carne suina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
percorso qualita fettine di coppa di suino con osso conad,carne suina,01.1.2.2,True,3,mistral:latest,01.1.2.5,False
carne di suino braciola collo con confezione risparmio,carne suina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
costine di suino monoporzione,carne suina,01.1.2.2,True,10,mistral:latest,01.1.2.2,True
lonza suino a fette maxi atm cpq,carne suina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
lombo di suino c/o al kg tkw,carne suina,01.1.2.2,True,7,mistral:latest,01.1.2.2,True
lonza a fette di suino conf risp,carne suina,01.1.2.2,True,3,mistral:latest,01.1.2.2,True
lombatine di suino,carne suina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
mezzena intera di suino,carne suina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
fettine di coscia di suino tkw,carne suina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
arrosto di suino coscia,carne suina,01.1.2.2,True,8,mistral:latest,01.1.2.2,True
lonza di suino a fette take away,carne suina,01.1.2.2,True,5,mistral:latest,01.1.2.2,True
braciole di lombo di suino conf risp,carne suina,01.1.2.2,True,3,mistral:latest,01.1.2.2,True
trancio di coppa di suino,carne suina,01.1.2.2,True,3,mistral:latest,01.1.2.2,True
arrosticini suino sassi 400g,carne suina,01.1.2.2,True,1,mistral:latest,01.1.2.2,True
ossa con carne di suino tkw,carne suina,01.1.2.4,True,2,mistral:latest,01.1.2.2,False
conad percorso qualita arista di suino a fette,carne suina,01.1.2.2,True,2,mistral:latest,01.1.2.2,True
conad percorso qualita costine di suino formato convenienza,carne suina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
braciola collo suino s/osso cpq,carne suina,01.1.2.2,True,6,mistral:latest,01.1.2.2,True
costina di suino per ragu',carne suina,01.1.2.2,True,8,mistral:latest,01.1.2.5,False
braciole di coppa c/osso di suino al kg,carne suina,01.1.2.2,True,4,mistral:latest,01.1.2.2,True
verza verde orig.italia,ortofrutta verdure,01.1.7.1,True,4,mistral:latest,01.1.7.1,True
cavolo cappuccio orig.italia,ortofrutta verdure,01.1.7.1,True,8,mistral:latest,01.1.7.1,True
cavolfiore misto rosette ita 400g,ortofrutta verdure,01.1.7.1,True,5,mistral:latest,01.1.7.1,True
cavolfiore orig.italia,ortofrutta verdure,01.1.7.1,True,6,mistral:latest,01.1.7.1,True
brocc.baresani 500g cpq italia icat,ortofrutta verdure,01.1.7.1,True,12,mistral:latest,01.1.7.1,True
cavolini bruxelles gr 350 olanda i categoria,ortofrutta frutta secca,01.1.7.1,True,1,mistral:latest,99.9.9.9,False
cavolini bruxelles gr 350 olanda,ortofrutta frutta secca,01.1.7.1,True,2,mistral:latest,99.9.9.9,False
cavolfiore vassoio gr 800 bio italia ii categoria,ortofrutta frutta e verdure biologiche,01.1.7.1,True,5,mistral:latest,01.1.7.2,False
cavolini bruxelles 350g olanda i ct,ortofrutta frutta secca,01.1.7.1,True,4,mistral:latest,99.9.9.9,False
cavolfiore almaverde bio gr.800,ortofrutta frutta e verdure biologiche,01.1.7.1,True,1,mistral:latest,01.1.7.1,True
broccoli di natale a pz.ital.i cat.,ortofrutta frutta fresca,01.1.7.1,True,8,mistral:latest,01.1.7.1,True
cavolini bruxelles olanda i categoria gr 350,ortofrutta verdure,01.1.7.1,True,5,mistral:latest,01.1.7.1,True
broccolo romano,ortofrutta frutta fresca,01.1.7.1,True,10,mistral:latest,01.1.7.1,True
cavolini bruxelles 350g olanda ict,ortofrutta frutta secca,01.1.7.1,True,4,mistral:latest,99.9.9.9,False
verza cappuccia italia i cat,ortofrutta verdure,01.1.7.1,True,2,mistral:latest,01.1.7.1,True
conad percorso qualita cavolo broccolo italia 500 g,ortofrutta verdure,01.1.7.1,True,10,mistral:latest,01.1.7.1,True
cavolini bruxelles gr 350g olanda i categoria,ortofrutta verdure,01.1.7.1,True,7,mistral:latest,01.1.7.1,True
/*cavolfiore bianco italia  i categ,ortofrutta verdure,01.1.7.1,True,8,mistral:latest,01.1.7.1,True
cavolfiore bianco rosette 400g,ortofrutta verdure,01.1.7.1,True,7,mistral:latest,01.1.7.1,True
"""cuori di cavolo nero""""ita"""" 200g""",ortofrutta verdure,01.1.7.1,True,9,mistral:latest,01.1.7.1,True
cavolfiore bianco italia cat. i,ortofrutta verdure,01.1.7.1,True,6,mistral:latest,01.1.7.1,True
"""cavolini brux""""i""""20-40 ndl 350g""",ortofrutta verdure,01.1.7.1,True,10,mistral:latest,01.1.7.1,True
cavolfiore verde orig.italia,ortofrutta verdure,01.1.7.1,True,9,mistral:latest,01.1.7.1,True
cavolfiore orig. italia,ortofrutta verdure,01.1.7.1,True,8,mistral:latest,01.1.7.1,True
cavolo cappuccio tondi bianchi cat. i,ortofrutta verdure,01.1.7.1,True,8,mistral:latest,01.1.7.1,True
cavolo verza verde italia cat. i,ortofrutta verdure,01.1.7.1,True,5,mistral:latest,01.1.7.1,True
cavolfiore cpq orig.italia,ortofrutta verdure,01.1.7.1,True,7,mistral:latest,01.1.7.1,True
cavolo cappuccio rosso italia cat. i,ortofrutta verdure,01.1.7.1,True,7,mistral:latest,01.1.7.1,True
cavolo broccolo 500 g percorso qualita conad,ortofrutta verdure,01.1.7.1,True,9,mistral:latest,01.1.7.1,True
cavolo verza nero orig.italia,ortofrutta verdure,01.1.7.1,True,8,mistral:latest,01.1.7.1,True
cavolini bruxell.370g olanda icat,ortofrutta verdure,01.1.7.1,True,8,mistral:latest,01.1.7.1,True
cuori di cavolo nero ita  200g,ortofrutta verdure,01.1.7.1,True,10,mistral:latest,01.1.7.1,True
cavolfiore cotto vapore tura 250g,ortofrutta verdure,01.1.7.1,True,1,mistral:latest,01.1.7.8,False
conad percorso qualita cavolo broccolo 500 g,ortofrutta verdure,01.1.7.1,True,10,mistral:latest,01.1.7.1,True
cavolo+broccolo ivi 500g,ortofrutta verdure,01.1.7.1,True,10,mistral:latest,01.1.7.1,True
f&v cavolo cappuccio bianc ct i al kg,ortofrutta verdure,01.1.7.1,True,7,mistral:latest,01.1.7.1,True
cavolini brux. i nld 370g(flow pac),ortofrutta verdure,01.1.7.1,True,6,mistral:latest,01.1.7.1,True
rosette cavolfiori mix3 cpq 400g,ortofrutta verdure,01.1.7.1,True,4,mistral:latest,01.1.7.1,True
rosette di cavolfiore bianco 400g percorso qualita conad,ortofrutta verdure,01.1.7.1,True,9,mistral:latest,01.1.7.1,True
cavolfiore bianco conad pq it.i cat,ortofrutta verdure,01.1.7.1,True,9,mistral:latest,01.1.7.1,True
cavoletti puglia birolli 300g,ortofrutta verdure,01.1.7.1,True,7,mistral:latest,01.1.7.1,True
"""cavolfiore""""ii"""" itabs.800g biologico""",ortofrutta verdure,01.1.7.1,True,12,mistral:latest,01.1.7.1,True
cavolfiore romanesco italia cat. i,ortofrutta verdure,01.1.7.1,True,11,mistral:latest,01.1.7.1,True
cavolfiore verde italia cat. i,ortofrutta verdure,01.1.7.1,True,6,mistral:latest,01.1.7.1,True
cavolo nero italia cat. i,ortofrutta verdure,01.1.7.1,True,8,mistral:latest,01.1.7.1,True
