original_index,name,category,manual_code,correct_option,correct_n,llm,prediction,match
2483,madama oliva frutto del mediterraneo olive verdi dolci giganti 250 g,ortofrutta verdure,01.1.7.9,True,5,qwen2.5:32b,15.2.4.0,False
2484,madama oliva frutto d'italia olive d.o.p. nocellara del belice olive dolci nere 250 g,ortofrutta verdure,01.1.7.9,True,2,qwen2.5:32b,01.1.7.7,False
2485,olive nere intere secche gr 350 oroli,ortofrutta verdure,01.1.7.9,True,3,qwen2.5:32b,15.2.4.0,False
2486,madama oliva frutto d'italia olive verdi bella di cerignola 480 g,ortofrutta verdure,01.1.7.9,True,5,qwen2.5:32b,01.2.1.0,False
2487,bonduelle carta delle insalate ricetta olive 140 g,ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.1.7.4,False
2488,madama oliva frutto d'italia olive denocciolate leccino condite 200 g,ortofrutta verdure,01.1.7.9,True,4,qwen2.5:32b,01.1.9.9,False
2489,madama oliva frutto d'italia olive itrana nera del lazio 250 g,ortofrutta verdure,01.1.7.9,True,5,qwen2.5:32b,01.2.1.0,False
2490,madama oliva frutto d'italia olive taggiasca 250 g,ortofrutta verdure,01.1.7.9,True,4,qwen2.5:32b,01.1.6.5,False
2491,olive verdi dolci  gr 250,ortofrutta verdure,01.1.7.9,True,3,qwen2.5:32b,01.1.7.4,False
2492,olive nere granata secchiello 250g,ortofrutta verdure,01.1.7.9,True,5,qwen2.5:32b,01.1.7.4,False
2493,madama oliva frutto d'italia olive d.o.p. nocellara del belice al naturale condite con erbe 250 g,ortofrutta verdure,01.1.7.9,True,5,qwen2.5:32b,15.2.4.0,False
2494,madama oliva pate di olive 110 g,ortofrutta verdure,01.1.7.9,True,4,qwen2.5:32b,01.1.7.4,False
2495,madama oliva frutto d'italia olive verdi denocciolate nocellara etnea 200 g,ortofrutta verdure,01.1.7.9,True,5,qwen2.5:32b,01.1.7.7,False
2496,oliva itrana aperitivo bst 400g,ortofrutta verdure,01.1.7.9,True,3,qwen2.5:32b,01.2.1.0,False
2497,mais poppy x pop corn select 250g,ortofrutta legumi e cereali,01.1.1.1,True,1,qwen2.5:32b,01.1.1.1,True
2498,cerreto i cereali mais per pop corn bio 500 g,ortofrutta legumi e cereali,01.1.1.1,True,5,qwen2.5:32b,01.1.1.1,True
2499,pannocchie di mais dolce cotte a vapore 400 g conad,ortofrutta verdure,01.1.9.1,True,1,qwen2.5:32b,01.2.1.0,False
2500,mais tostato esp vaschetta,ortofrutta frutta e vegetali secchi,01.1.9.1,False,0,qwen2.5:32b,01.1.9.9,False
2501,"""cous cous di mais""""pedon""""250g""",ortofrutta legumi e cereali,01.1.9.1,True,2,qwen2.5:32b,01.1.1.1,False
2502,mais/pannocchie italia vas.400g,ortofrutta verdure,01.1.7.4,False,0,qwen2.5:32b,01.1.1.1,False
2503,insalata leggera mais ivi 120g,ortofrutta verdure,01.1.9.1,True,3,qwen2.5:32b,01.1.7.1,False
2504,mais per pop corn gr.400 terra&sole,ortofrutta legumi e cereali,01.1.1.1,True,5,qwen2.5:32b,01.1.1.1,True
2505,mais pop corn bio 500g,ortofrutta legumi e cereali,01.1.1.1,True,4,qwen2.5:32b,01.1.1.1,True
2506,conad mais da popcorn per microonde 3 x 100 g,ortofrutta legumi e cereali,01.1.1.1,False,0,qwen2.5:32b,01.1.9.9,False
2507,cous cous di mais pedon 250g,ortofrutta legumi e cereali,01.1.9.1,True,2,qwen2.5:32b,01.1.1.1,False
2508,mais fresco pannocchia ita 450 g,ortofrutta verdure,01.1.7.4,True,1,qwen2.5:32b,01.1.1.1,False
2509,"sapori & dintorni conad arancia di ribera d.o.p. washington navel italia cal. 5 rete 1,5 kg",ortofrutta frutta fresca,01.1.6.2,True,7,qwen2.5:32b,01.2.1.0,False
2510,sapori & dintorni conad arancia rossa di sicilia igp tarocco italia cal. 5 rete 1 kg,ortofrutta frutta fresca,01.1.6.2,True,5,qwen2.5:32b,01.2.1.0,False
2511,"conad percorso qualita arance tarocco italia calibro 7 1,5 kg",ortofrutta frutta fresca,01.1.6.2,True,7,qwen2.5:32b,01.1.6.2,True
2512,arance w.navel cat.i cal.3-4 orig.italia,ortofrutta frutta fresca,01.1.6.2,True,6,qwen2.5:32b,01.1.6.2,True
2513,conad verso natura bio arance navellina italia cal. 4 1 kg,ortofrutta frutta e verdure biologiche,01.1.6.2,True,6,qwen2.5:32b,01.1.6.3,False
2514,"conad percorso qualita arance tarocco italia cal. 9 2,5 kg",ortofrutta frutta fresca,01.1.6.2,True,5,qwen2.5:32b,01.1.6.2,True
2515,arance tarocco cpq cat.i cal.4 orig.italia,ortofrutta frutta fresca,01.1.6.2,True,7,qwen2.5:32b,01.1.6.2,True
2516,arance navel con foglia italia cal. 3/4 cat. i,ortofrutta frutta fresca,01.1.6.2,True,8,qwen2.5:32b,01.2.1.0,False
2517,"arance tarocco italia calibro 7 1,5 kg percorso qualita conad",ortofrutta frutta fresca,01.1.6.2,True,7,qwen2.5:32b,01.1.6.2,True
2518,conad verso natura bio arance tarocco italia cal. 5/7 1 kg,ortofrutta frutta fresca,01.1.6.2,True,7,qwen2.5:32b,01.1.6.2,True
2519,"conad percorso qualita arance navelina italia calibro 6 1,5 kg",ortofrutta frutta fresca,01.1.6.2,True,5,qwen2.5:32b,01.1.6.3,False
2520,arance navel cat.i cal.4-5 orig.ita,ortofrutta frutta fresca,01.1.6.2,True,8,qwen2.5:32b,01.1.6.2,True
2521,conad percorso qualita arance navelina italia calibro 9 3 kg,ortofrutta frutta fresca,01.1.6.2,True,5,qwen2.5:32b,01.1.6.2,True
2522,"conad percorso qualita arance navelina italia calibro 7 1,5 kg",ortofrutta frutta fresca,01.1.6.2,True,5,qwen2.5:32b,01.1.6.3,False
2523,"conad percorso qualita arance naveline spagna cal. 6 (70-80mm) 1,5 kg",ortofrutta frutta fresca,01.1.6.2,True,5,qwen2.5:32b,01.1.6.2,True
2524,"conad percorso qualita arance valencia spagna cal. 6 1,5 kg",ortofrutta frutta fresca,01.1.6.2,True,4,qwen2.5:32b,01.1.6.2,True
2525,"conad percorso qualita arance tarocco italia cal. 8 2,5 kg",ortofrutta frutta fresca,01.1.6.2,True,5,qwen2.5:32b,01.1.6.2,True
2526,"percorso qualita arancia ribera d.o.p. washington navel italia cal. 5 1,5 kg sapori & dintorni conad",ortofrutta frutta fresca,01.1.6.2,True,6,qwen2.5:32b,01.2.1.0,False
2527,conad percorso qualita arance tarocco italia calibro 8 3 kg,ortofrutta frutta fresca,01.1.6.2,True,5,qwen2.5:32b,01.1.6.2,True
2528,"arance tarocco italia cal. 8 2,5 kg percorso qualita conad",ortofrutta frutta fresca,01.1.6.2,True,7,qwen2.5:32b,01.1.6.2,True
2529,"conad percorso qualita arance navel spagna cal. 6 1,5 kg",ortofrutta frutta fresca,01.1.6.2,True,5,qwen2.5:32b,01.1.6.2,True
2530,"conad percorso qualita arance valencia sud africa cal. 8 rete 1,5 kg",ortofrutta frutta fresca,01.1.6.2,True,4,qwen2.5:32b,01.1.6.3,False
2531,conad percorso qualita arance moro italia cal. 9 rete 2 kg,ortofrutta frutta fresca,01.1.6.2,True,6,qwen2.5:32b,01.1.6.2,True
2532,percorso qualita arancia rossa di sicilia igp tarocco italia cal. 5 1 kg sapori & dintorni conad,ortofrutta frutta fresca,01.1.6.2,True,5,qwen2.5:32b,01.2.1.0,False
2533,arance valencia grecia cal. 4/6 cat. i,ortofrutta frutta fresca,01.1.6.2,True,8,qwen2.5:32b,01.1.6.2,True
2534,arance vaniglia italia cal. 6 cat. i 1 kg,ortofrutta frutta fresca,01.1.6.2,True,7,qwen2.5:32b,01.1.6.2,True
2535,arance tarocco (foglia) cat.i cal.5-6 orig.italia,ortofrutta frutta fresca,01.1.6.2,True,7,qwen2.5:32b,01.1.6.2,True
2536,arance navel cpq cat.i cal.4 orig.italia,ortofrutta frutta fresca,01.1.6.2,True,7,qwen2.5:32b,01.1.6.2,True
2537,"conad percorso qualita arance moro italia cal. 7 1,5 kg",ortofrutta frutta fresca,01.1.6.2,True,6,qwen2.5:32b,01.1.6.2,True
2538,arance navel cal.4 conad p.q.it.ict,ortofrutta frutta fresca,01.1.6.2,True,6,qwen2.5:32b,01.1.6.2,True
2539,arance navel foglia 3/4 italia icat,ortofrutta frutta fresca,01.1.6.2,True,7,qwen2.5:32b,01.1.6.2,True
2540,"arance navel cal 8 kg 2,5 italia i categoria",ortofrutta frutta fresca,01.1.6.2,True,7,qwen2.5:32b,01.1.6.2,True
2541,arance navellina italia cal. 4 1 kg verso natura bio conad,ortofrutta frutta e verdure biologiche,01.1.6.2,True,6,qwen2.5:32b,01.1.6.3,False
2542,"conad percorso qualita arance valencia italia cal. 7 1,5 kg",ortofrutta frutta fresca,01.1.6.2,True,4,qwen2.5:32b,01.1.6.2,True
2543,arance navel cal.3/4 spagna cpq ict,ortofrutta frutta fresca,01.1.6.2,True,7,qwen2.5:32b,01.1.6.2,True
2544,"arance naveline spagna cal. 6 (70-80mm) 1,5 kg percorso qualita conad",ortofrutta frutta fresca,01.1.6.2,True,5,qwen2.5:32b,01.1.6.2,True
2545,"arance sanguinello italia cal. 8 1,5 kg percorso qualita conad",ortofrutta frutta fresca,01.1.6.2,True,6,qwen2.5:32b,01.1.6.3,False
2546,"conad percorso qualita arance sanguinello italia cal. 9 2,5 kg",ortofrutta frutta fresca,01.1.6.2,True,6,qwen2.5:32b,01.1.6.3,False
2547,percorso qualita arance tarocco italia cal. 5 cat. i conad,ortofrutta frutta fresca,01.1.6.2,True,5,qwen2.5:32b,01.1.6.2,True
2548,arance navel washington italia cal. 3/4 cat. i,ortofrutta frutta fresca,01.1.6.2,True,6,qwen2.5:32b,01.1.6.2,True
2549,arance valen.c.4/6 grecia 3x4 i cat,ortofrutta frutta fresca,01.1.6.2,True,7,qwen2.5:32b,01.1.6.2,True
2550,arance tarocco italia cal. 6 cat. i,ortofrutta frutta fresca,01.1.6.2,True,8,qwen2.5:32b,01.1.6.2,True
2551,percorso qualita arance valencia italia cal. 4 cat. i conad,ortofrutta frutta fresca,01.1.6.2,True,5,qwen2.5:32b,01.2.1.0,False
2552,sapori e dintorni arance tarocco sicilia igp italia cal. 5 cat. i,ortofrutta frutta fresca,01.1.6.2,True,6,qwen2.5:32b,01.1.6.9,False
2553,percorso qualita arance navel italia cal. 5 cat. i conad,ortofrutta frutta fresca,01.1.6.2,True,4,qwen2.5:32b,01.1.6.2,True
2554,"conad percorso qualita arance navel sud africa cal. 6 1,5 kg",ortofrutta frutta fresca,01.1.6.2,True,5,qwen2.5:32b,01.1.6.2,True
2555,arance tarocco italia cal. 5/7 1 kg verso natura bio conad,ortofrutta frutta fresca,01.1.6.2,True,7,qwen2.5:32b,01.1.6.2,True
2556,arance navel cat.i cal.5 orig.sudafrica,ortofrutta frutta fresca,01.1.6.2,True,7,qwen2.5:32b,01.1.6.2,True
2557,"conad percorso qualita arance sanguinello italia cal. 8 rete 1,5 kg",ortofrutta frutta fresca,01.1.6.2,True,6,qwen2.5:32b,01.2.1.0,False
2558,arance tarocco cat.i cal.6 orig.italia,ortofrutta frutta fresca,01.1.6.2,True,7,qwen2.5:32b,01.1.6.2,True
2559,arancio tarocco cal.6 italia i cat,ortofrutta frutta fresca,01.1.6.2,True,6,qwen2.5:32b,01.1.6.2,True
2560,f&v arance navel ct i al kg,ortofrutta frutta fresca,01.1.6.2,True,8,qwen2.5:32b,01.1.6.2,True
2561,sapori e dintorni arance tarocco sicilia igp italia cal. 4 cat. i,ortofrutta frutta fresca,01.1.6.2,True,6,qwen2.5:32b,01.1.6.9,False
2562,arance navel cat.i cal.4 orig.spagna,ortofrutta frutta fresca,01.1.6.2,True,7,qwen2.5:32b,01.1.6.2,True
2563,f&v arance vaniglia ii al kg,ortofrutta frutta fresca,01.1.6.2,True,5,qwen2.5:32b,01.2.1.0,False
2564,"percorso qualita arance navel italia cal. 9 cat. i rete 2,5kg conad",ortofrutta frutta fresca,01.1.6.2,True,4,qwen2.5:32b,01.2.1.0,False
2565,arance navel rete,ortofrutta frutta fresca,01.1.6.2,True,8,qwen2.5:32b,01.1.6.2,True
2566,"arance navel kg 2,5 cpq italia i categoria",ortofrutta frutta fresca,01.1.6.2,True,5,qwen2.5:32b,01.1.6.2,True
2567,conad percorso qualita arance tarocco italia cal. 8 3 kg,ortofrutta frutta fresca,01.1.6.2,True,6,qwen2.5:32b,01.1.6.2,True
2568,arance navel cpq cal.5 spagna i cat,ortofrutta frutta fresca,01.1.6.2,True,6,qwen2.5:32b,01.1.6.2,True
2569,"arance navelina italia calibro 6 1,5 kg percorso qualita conad",ortofrutta frutta fresca,01.1.6.2,True,5,qwen2.5:32b,01.1.6.3,False
2570,"conad percorso qualita arance navel sud africa cal. 8 1,5 kg",ortofrutta frutta fresca,01.1.6.2,True,4,qwen2.5:32b,01.1.6.2,True
2571,arance navel sudafrica cal. 4 cat. i,ortofrutta frutta fresca,01.1.6.2,True,7,qwen2.5:32b,01.1.6.2,True
2572,arance navel i  3-4 ita cpq,ortofrutta frutta fresca,01.1.6.2,True,5,qwen2.5:32b,01.1.6.2,True
2573,arance lane late italia cal. 4 cat. i,ortofrutta frutta fresca,01.1.6.2,True,6,qwen2.5:32b,01.1.6.2,True
2574,"arance valencia kg 1,5 conad pq",ortofrutta frutta fresca,01.1.6.2,True,5,qwen2.5:32b,01.1.6.2,True
2575,"arance navel cal.5/6 kg.1,5 spa.ict",ortofrutta frutta fresca,01.1.6.2,True,8,qwen2.5:32b,01.1.6.2,True
2576,"arance valencia kg1,5 conad p.q.",ortofrutta frutta fresca,01.1.6.2,True,6,qwen2.5:32b,01.1.6.2,True
2577,"arance navel 5/6 kg.1,5 s.afr.i ct.",ortofrutta frutta fresca,01.1.6.2,True,7,qwen2.5:32b,01.1.6.2,True
2578,"conad percorso qualita arance moro italia cal. 9 2,5 kg",ortofrutta frutta fresca,01.1.6.2,True,6,qwen2.5:32b,01.1.6.2,True
2579,arance lanelate 3/4 or.italia i cat,ortofrutta frutta fresca,01.1.6.2,True,6,qwen2.5:32b,01.1.6.2,True
2580,"percorso qualita arance navel italia cal. 8 cat. i rete 2,5kg conad",ortofrutta frutta fresca,01.1.6.2,True,4,qwen2.5:32b,01.2.1.0,False
2581,arance valencia cat.i cal.3-4 orig.sudafrica,ortofrutta frutta fresca,01.1.6.2,True,5,qwen2.5:32b,01.1.6.2,True
2582,arance vaniglia cal.3/4 sic.it.icat,ortofrutta frutta fresca,01.1.6.2,True,5,qwen2.5:32b,01.1.6.2,True
2583,arance washington navel cal. 7/8 cat. i 2kg,ortofrutta frutta fresca,01.1.6.2,True,8,qwen2.5:32b,01.1.6.2,True
2584,arance moro cal.7 or.it.icat,ortofrutta frutta fresca,01.1.6.2,True,7,qwen2.5:32b,01.1.6.2,True
2585,f&v arance washingt navel ct i al kg,ortofrutta frutta fresca,01.1.6.2,True,8,qwen2.5:32b,01.1.6.9,False
2586,arance navel ribera cat.i cal.4 orig.italia,ortofrutta frutta fresca,01.1.6.2,True,6,qwen2.5:32b,01.1.6.2,True
2587,conad percorso qualita arance navel spagna cal. 3 cat. ii,ortofrutta frutta fresca,01.1.6.2,True,5,qwen2.5:32b,01.1.6.2,True
2588,percorso qualita arance navel spagna cal. 3 cat. ii conad,ortofrutta frutta fresca,01.1.6.2,True,5,qwen2.5:32b,01.1.6.2,True
2589,f&v arance navel prov.za cti cl3/4 al kg,ortofrutta frutta fresca,01.1.6.2,True,8,qwen2.5:32b,01.1.6.9,False
2590,arance navel foglia 4/5 or.it.i cat,ortofrutta frutta fresca,01.1.6.2,True,6,qwen2.5:32b,01.1.6.2,True
2591,arance valencia  i  8 zaf bs.2kg,ortofrutta frutta fresca,01.1.6.2,True,7,qwen2.5:32b,01.1.6.2,True
2592,arance valencia  i  esp 6/7 2 kg,ortofrutta frutta fresca,01.1.6.2,True,7,qwen2.5:32b,01.1.6.2,True
2593,arance valencia  i 4 zaf,ortofrutta frutta fresca,01.1.6.2,True,6,qwen2.5:32b,01.1.6.2,True
2594,percorso qualita arance navel cal. 3 cat. i conad spagna,ortofrutta frutta fresca,01.1.6.2,True,5,qwen2.5:32b,01.1.6.2,True
2595,arance valencia i  3/4 esp,ortofrutta frutta fresca,01.1.6.2,True,6,qwen2.5:32b,01.1.6.2,True
2596,arance moro cal.7/8 kg.2 it.i cat.,ortofrutta frutta fresca,01.1.6.2,True,9,qwen2.5:32b,01.1.6.2,True
2597,f&v arance navel ct ii al kg,ortofrutta frutta fresca,01.1.6.2,True,8,qwen2.5:32b,01.1.6.2,True
2598,conad cpq arance tarocco cti al kg,ortofrutta frutta fresca,01.1.6.2,True,6,qwen2.5:32b,01.1.6.2,True
2599,"arance navel cal.8 kg.2,5 it.i cat.",ortofrutta frutta fresca,01.1.6.2,True,9,qwen2.5:32b,01.1.6.2,True
2600,"arance sanguinello italia cal. 9 2,5 kg percorso qualita conad",ortofrutta frutta fresca,01.1.6.2,True,7,qwen2.5:32b,01.1.6.3,False
2601,arance navel cal.6/7 kg.2 it.i cat.,ortofrutta frutta fresca,01.1.6.2,True,7,qwen2.5:32b,01.1.6.2,True
2602,arance tarocco italia cal. 4 cat. i,ortofrutta frutta fresca,01.1.6.2,True,7,qwen2.5:32b,01.1.6.2,True
2603,percorso qualita arance valencia sudafrica cal. 6 cat. i conad,ortofrutta frutta fresca,01.1.6.2,True,5,qwen2.5:32b,01.1.6.2,True
2604,banane cpq cri/col/ecu vs.700 g.,ortofrutta frutta fresca,01.1.6.1,True,9,qwen2.5:32b,01.2.1.0,False
2605,banane dole prov.colombia i cat.,ortofrutta frutta fresca,01.1.6.1,True,7,qwen2.5:32b,01.2.1.0,False
2606,"""banane""""i""""19+ col/pan chiquita(vass)""",ortofrutta frutta fresca,01.1.6.1,True,8,qwen2.5:32b,01.2.1.0,False
2607,banane colombia cat. l dole,ortofrutta frutta fresca,01.1.6.1,True,8,qwen2.5:32b,01.1.6.9,False
2608,banane vassoio gr 620 bio conad verso natura i categoria,ortofrutta frutta e verdure biologiche,01.1.6.1,True,10,qwen2.5:32b,01.2.1.0,False
2609,"""banane""""i""""14+ dom 620g biologico vnb""",ortofrutta frutta fresca,01.1.6.1,True,9,qwen2.5:32b,01.2.1.0,False
2610,banane colombia vas.700g cpq 4x6 ic,ortofrutta frutta fresca,01.1.6.1,True,9,qwen2.5:32b,01.2.1.0,False
2611,banane cpq orig.cri/ecu/col.,ortofrutta frutta fresca,01.1.6.1,True,9,qwen2.5:32b,01.2.1.0,False
2612,banane ecuador cat. i chiquita,ortofrutta frutta fresca,01.1.6.1,True,9,qwen2.5:32b,01.2.1.0,False
2613,banane chiquita vassoio ecuador i categoria,ortofrutta frutta fresca,01.1.6.1,True,8,qwen2.5:32b,01.2.1.0,False
2614,bio banane cal. 14/21 cat. i vassoio 620g verso natura conad,ortofrutta frutta e verdure biologiche,01.1.6.1,True,9,qwen2.5:32b,01.1.9.9,False
2615,banane conad p.q.or.costarica i cat,ortofrutta frutta fresca,01.1.6.1,True,6,qwen2.5:32b,01.2.1.0,False
2616,banane ecuador cat. l chiquita,ortofrutta frutta fresca,01.1.6.1,True,10,qwen2.5:32b,01.2.1.0,False
2617,percorso qualita banane cat. i vassoio 700g conad,ortofrutta frutta fresca,01.1.6.1,True,9,qwen2.5:32b,01.2.1.0,False
2618,percorso qualita banane cat. i vassoio 700g conad costa rica,ortofrutta frutta fresca,01.1.6.1,True,7,qwen2.5:32b,01.1.6.5,False
2619,percorso qualita banane cat. i conad,ortofrutta frutta fresca,01.1.6.1,True,8,qwen2.5:32b,01.2.1.0,False
2620,bio banane cal. 14/21 cat. i vassoio 620g verso natura conad rep.dominicana,ortofrutta frutta e verdure biologiche,01.1.6.1,True,9,qwen2.5:32b,01.1.9.9,False
2621,banane chiquita vassoio ecuador ict,ortofrutta frutta fresca,01.1.6.1,True,8,qwen2.5:32b,01.2.1.0,False
2622,percorso qualita banane costarica cat. i conad,ortofrutta frutta fresca,01.1.6.1,True,7,qwen2.5:32b,01.2.1.0,False
2623,banane i 19+ col orsero (vass),ortofrutta frutta fresca,01.1.6.1,True,9,qwen2.5:32b,01.2.1.0,False
2624,banane bahia pr.colombia i cat,ortofrutta frutta fresca,01.1.6.1,True,5,qwen2.5:32b,01.2.1.0,False
2625,conad cpq banane ct i al kg,ortofrutta frutta fresca,01.1.6.1,True,7,qwen2.5:32b,01.2.1.0,False
2626,f&v banane chiquita ct i al kg,ortofrutta frutta fresca,01.1.6.1,True,9,qwen2.5:32b,01.1.6.9,False
2627,banane chiquita ecuador i categoria,ortofrutta frutta fresca,01.1.6.1,True,9,qwen2.5:32b,01.2.1.0,False
2628,banane vs.620g bio conad vn.ec.i ct,ortofrutta frutta e verdure biologiche,01.1.6.1,True,9,qwen2.5:32b,01.2.1.0,False
2629,percorso qualita banane cat. i conad costa rica,ortofrutta frutta fresca,01.1.6.1,True,6,qwen2.5:32b,01.2.1.0,False
2630,banane cpq orig. costa rica,ortofrutta frutta fresca,01.1.6.1,True,7,qwen2.5:32b,01.1.6.9,False
2631,banane origine africa i cat,ortofrutta frutta fresca,01.1.6.1,True,7,qwen2.5:32b,01.2.1.0,False
2632,dole dole banane cat. l,ortofrutta frutta fresca,01.1.6.1,True,7,qwen2.5:32b,01.1.6.9,False
2633,banane or.colombia i cat.,ortofrutta frutta fresca,01.1.6.1,True,7,qwen2.5:32b,01.2.1.0,False
2634,banane or.africa 700g fasciate i ct,ortofrutta frutta fresca,01.1.6.1,True,7,qwen2.5:32b,01.2.1.0,False
2635,banane alternative colombia ii cat,ortofrutta frutta fresca,01.1.6.1,True,5,qwen2.5:32b,01.1.6.9,False
2636,conad percorso qualita banane,ortofrutta frutta fresca,01.1.6.1,True,10,qwen2.5:32b,01.1.6.9,False
2637,banane cri 750g (del monte),ortofrutta frutta fresca,01.1.6.1,True,10,qwen2.5:32b,01.2.1.0,False
2638,banane i 19+ col delmonte (vass),ortofrutta frutta fresca,01.1.6.1,True,9,qwen2.5:32b,01.2.1.0,False
2639,banane orsero colombia cat. i f.lli orsero,ortofrutta frutta fresca,01.1.6.1,True,7,qwen2.5:32b,01.2.1.0,False
2640,banane orsero costa rica colombia i categoria,ortofrutta frutta fresca,01.1.6.1,True,9,qwen2.5:32b,01.2.1.0,False
2641,chiquita chiquita banane cat. l,ortofrutta frutta fresca,01.1.6.1,True,3,qwen2.5:32b,01.2.1.0,False
2642,f&v banane,ortofrutta frutta fresca,01.1.6.1,True,9,qwen2.5:32b,01.2.1.0,False
2643,banane altern.c.america vass.i cat,ortofrutta frutta fresca,01.1.6.1,True,7,qwen2.5:32b,01.1.6.9,False
2644,banane .,ortofrutta frutta fresca,01.1.6.1,True,8,qwen2.5:32b,01.2.1.0,False
2645,banane billo origine colombia i cat,ortofrutta frutta fresca,01.1.6.1,True,6,qwen2.5:32b,01.2.1.0,False
2646,banane origine ecudor i cat,ortofrutta frutta fresca,01.1.6.1,True,7,qwen2.5:32b,01.2.1.0,False
2647,banane i 20+ col ct.(f.lli orsero),ortofrutta frutta fresca,01.1.6.1,True,9,qwen2.5:32b,01.2.1.0,False
2648,banane i 14+ cri ct.(alternative),ortofrutta frutta fresca,01.1.6.1,True,9,qwen2.5:32b,01.2.1.0,False
2649,chiquita banane 700g circa,ortofrutta frutta fresca,01.1.6.1,True,9,qwen2.5:32b,01.2.1.0,False
2650,banane alternative 500g bg ii ct,ortofrutta frutta fresca,01.1.6.1,True,9,qwen2.5:32b,01.2.1.0,False
2651,banane ecuador cat. l,ortofrutta frutta fresca,01.1.6.1,True,8,qwen2.5:32b,01.2.1.0,False
2652,banane alternative 500g ii cat,ortofrutta frutta fresca,01.1.6.1,True,10,qwen2.5:32b,01.1.6.9,False
2653,banane bonita ecuador i cat.,ortofrutta frutta fresca,01.1.6.1,True,7,qwen2.5:32b,01.2.1.0,False
2654,banane cpq vassoi gr700  i colombia,ortofrutta frutta fresca,01.1.6.1,True,8,qwen2.5:32b,01.2.1.0,False
2655,f&v banane bio ct i gr 700,ortofrutta frutta fresca,01.1.6.1,True,9,qwen2.5:32b,01.1.6.9,False
2656,banane chiquita orig.ecuador i.cat,ortofrutta frutta fresca,01.1.6.1,True,10,qwen2.5:32b,01.2.1.0,False
2657,banane i 14+ per 620g biologico vnb,ortofrutta frutta fresca,01.1.6.1,True,9,qwen2.5:32b,01.2.1.0,False
2658,banane  i 19+ cri chiquita (gialle),ortofrutta frutta fresca,01.1.6.1,True,9,qwen2.5:32b,01.2.1.0,False
2659,banane bio gr620 ecuador i cl14/21,ortofrutta frutta fresca,01.1.6.1,True,10,qwen2.5:32b,01.2.1.0,False
2660,banane cat.i cal.20+ orig.colombia,ortofrutta frutta fresca,01.1.6.1,True,9,qwen2.5:32b,01.2.1.0,False
2661,f&v banane chiquita cti cl20 vass al kg,ortofrutta frutta fresca,01.1.6.1,True,10,qwen2.5:32b,01.1.6.9,False
2662,banane cat. i,ortofrutta frutta fresca,01.1.6.1,True,8,qwen2.5:32b,01.1.6.9,False
2663,banane (chiquita) .,ortofrutta frutta fresca,01.1.6.1,True,9,qwen2.5:32b,01.2.1.0,False
2664,banane colombia cat. i f.lli orsero,ortofrutta frutta fresca,01.1.6.1,True,9,qwen2.5:32b,01.2.1.0,False
2665,banane rosse ecuador i cat.,ortofrutta frutta fresca,01.1.6.1,True,7,qwen2.5:32b,01.2.1.0,False
